FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID
103,מיטב גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202404,1/1/1970 00:00:00,כלל האוכלוסיה,מדרגות,50-60,23.72,27.61,135.46,131.57,14065.50,0.48,0.18,-1.52,2.72,13.51,34.69,4.31,6.14,7.58,1.80,0.60,79.70,6098.49,7199.36,3415.36,512065202
103,מיטב גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202405,1/1/1970 00:00:00,כלל האוכלוסיה,מדרגות,50-60,22.8,35.63,64.48,51.65,14296.25,0.48,0.18,1.32,04.07,13.35,37.96,4.27,6.65,7.55,1.92,0.65,79.40,6365.73,7410.80,3707.50,512065202
103,מיטב גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202406,1/1/1970 00:00:00,כלל האוכלוסיה,מדרגות,50-60,17.46,38.75,3.78,-17.51,14437.67,0.48,0.18,1.16,5.28,13.62,37.15,4.35,6.52,7.54,2.16,0.66,79.60,6434.09,7364.45,3870.02,512065202
103,מיטב גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202407,1/1/1970 00:00:00,כלל האוכלוסיה,מדרגות,50-60,22.33,39.03,-18.43,-35.13,14598.28,0.48,0.18,1.40,6.75,14.53,38.25,4.63,6.69,7.55,2.16,0.70,79.90,6487.54,7403.91,3732.46,512065202
103,מיטב גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202408,1/1/1970 00:00:00,כלל האוכלוסיה,מדרגות,50-60,13.33,32.61,-45.08,-64.36,14691.38,0.48,0.18,1.13,7.96,13.79,40.26,4.40,7,7.54,,0.70,80.10,6465.08,7069.90,3710.49,512065202
103,מיטב גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202409,1/1/1970 00:00:00,כלל האוכלוסיה,מדרגות,50-60,26.11,38.53,-29.69,-42.11,14908.53,0.48,0.18,1.81,9.91,16.45,40.89,5.21,7.10,7.55,02.04,0.78,80,6654.65,7185.45,3822.56,512065202
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202401,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.68,1.76,-5.1,-6.18,521.96,0.57,0.05,0.07,0.07,1.50,9.82,0.50,1.89,3.93,-0.12,0,79.50,3.15,96.17,61.50,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202402,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.13,5.63,-8.78,-14.28,509.19,0.57,0.05,0.34,0.41,2.34,9.47,0.77,1.83,3.92,-0.12,-0.02,79.30,3.22,97.94,54.63,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202403,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.37,3.87,-0.37,-3.87,509.37,0.57,0.05,0.85,1.26,2.62,9.46,0.87,1.82,3.92,-0.12,0,79.50,3.32,87.76,42.04,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202404,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.81,2.88,-0.8,-2.87,504.33,0.57,0.05,-0.38,0.88,1.90,8.54,0.63,1.65,3.93,0,-0.08,79.30,3.22,98.37,40.21,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202405,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.01,2.24,-5.84,-8.07,496.28,0.57,0.05,0.04,0.92,1.15,8.29,0.38,1.61,3.93,-0.12,-0.11,79.10,03.01,101.77,50.73,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202406,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.51,02.09,-5.65,-7.23,489.34,0.57,0.05,0.10,01.02,01.02,7.55,0.34,1.47,3.91,-0.12,-0.16,79,2.99,101.60,55.83,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202407,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.67,5.67,-9.11,-14.11,1115.17,0.57,0.05,01.07,2.10,1.92,7.62,0.64,1.48,3.92,0,-0.12,80.70,04.04,183.40,123.67,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202408,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.29,8.98,-13.39,-22.08,1104.53,0.57,0.05,01.07,3.19,2.35,8,0.78,1.55,3.93,,-0.13,80.20,4.34,156.84,126.36,512244146
117,"כלל תמר אשראי ואג""ח ",תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202409,11/14/1994 12:00:00 AM,כלל האוכלוסיה,מתמחים בניהול אקטיבי,"אשראי ואג""ח",0.99,5.53,-13.06,-17.6,1093.49,0.57,0.05,0.66,3.87,2.92,8.29,0.96,1.61,3.94,-0.12,-0.05,79.90,4.62,158.97,127.24,512244146
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202401,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,0.17,1.21,0.31,-0.73,333.93,0.29,,0.28,0.28,14.47,34.56,4.61,6.12,7.99,1.80,0.54,91.40,168.85,138.01,93.04,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202402,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,0.26,02.01,0.11,-1.64,339.94,0.29,,2.32,2.61,16.81,35.42,5.32,6.25,08.01,1.68,0.59,91.10,175.93,140.57,96.37,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202403,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,-0.18,0.24,05.07,4.65,352.67,0.29,,2.38,05.05,17.05,36.97,5.39,6.49,08.05,1.68,0.66,91.80,183.80,148.13,102.18,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202404,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,0.02,0.11,0.79,0.7,346.86,0.29,,-1.82,3.14,12.51,32.09,04.01,5.72,8.10,1.68,0.52,91.90,177.96,150.38,98.68,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202405,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,-0.3,0.99,4.98,3.69,355.32,0.29,,1.40,4.58,13.03,35.20,4.17,6.22,08.08,1.80,0.57,91.80,181.63,156.66,103.60,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202406,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,0,1.11,0,-1.11,358.67,0.29,,1.28,5.92,13.47,34.43,4.30,6.10,08.07,02.04,0.58,92.10,185.74,168.05,109.06,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202407,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,-0.01,0.38,0.01,-0.38,366.15,0.29,,1.14,7.13,13.78,34.76,4.40,6.15,08.07,1.92,0.60,92.20,188.44,171.01,111.67,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202408,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,0,0.07,-0.33,-0.4,368.71,0.29,,0.83,08.02,12.70,35.78,04.07,6.31,08.07,,0.60,91.90,188.98,166.33,110.45,511880460
118,אנליסט קופה מרכזית לפיצויים מסלול כללי,מרכזית לפיצויים,אנליסט שירותי ניהול השקעות,"אנליסט קופות גמל בע""מ",202409,11/8/1994 00:00:00,כלל האוכלוסיה,כללי,כללי,0.01,0.1,-0.2,-0.29,375.96,0.29,,02.07,10.25,16.05,36.86,05.09,6.48,08.09,1.80,0.67,91.70,196.58,173.37,116.24,511880460
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202401,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0.71,16.87,6.18,-9.98,847.03,0.62,0.77,0.08,0.08,09.06,20.19,2.93,3.75,5.92,0,0.35,70.70,220.22,371.85,194.12,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202402,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0.53,11.53,13.37,2.37,860.14,0.62,0.77,1.32,1.40,10.26,20.53,3.31,3.81,5.93,0,0.39,71,229.16,372.99,197.04,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202403,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0.6,20.32,-5.67,-25.39,847.01,0.62,0.77,1.50,2.92,10.57,21.50,3.41,3.97,5.95,-0.12,0.45,70.30,237.93,394.73,223.48,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202404,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,0.54,10.36,11.68,1.86,844.69,0.62,0.77,-0.45,2.46,8.68,19.49,2.81,3.63,5.95,0,0.37,69.70,224.71,373.59,196.48,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202405,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,1,07.08,-4.16,-10.24,837.40,0.62,0.77,0.40,2.87,8.13,20.49,2.64,3.80,5.94,-0.12,0.37,70.10,229.07,380.40,200.45,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202406,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,02.03,5.82,4.52,0.73,841.70,0.62,0.77,0.48,3.36,08.03,19.40,2.61,3.61,5.92,0,0.35,69.90,231.28,375.77,225.89,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202407,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,-0.65,17.55,05.09,-13.11,837.66,0.62,0.77,1.14,4.54,8.71,20.09,2.82,3.73,5.93,-0.12,0.39,69.60,232.77,388.95,208.71,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202408,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,1.44,11.11,10.87,1.2,844.63,0.62,0.77,0.74,5.31,8.32,21.53,2.70,3.98,5.92,,0.39,70,236.40,391.35,208.19,512245812
119,מנורה מבטחים יותר מסלול ד',תגמולים ואישית לפיצויים,"מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ",202409,6/28/1972 12:00:00 AM,כלל האוכלוסיה,כללי,כללי,-0.05,7.71,01.04,-6.72,848.89,0.62,0.77,1.36,6.75,10.18,22.02,3.28,04.06,5.93,-0.24,0.46,69.30,244.88,389.21,209.83,512245812
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202401,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,0.01,0.22,0,-0.21,83.93,0.45,,,,,,,,,,,98.20,0.83,1.21,0.62,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202402,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,-0.08,0.05,0,-0.13,84.09,0.45,,,,,,,,,,,98.20,0.86,1.22,0.64,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202403,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,0.01,0.19,0.92,0.74,85.50,0.45,,,,,,,,,,,98.20,0.92,1.25,0.64,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202404,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,-0.02,0.96,0,-0.98,85.28,0.45,,,,,,,,,,,98.30,0.90,1.22,0.62,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202405,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,-0.07,0.07,0,-0.14,86.26,0.45,,,,,,,,,,,98.30,0.93,1.23,0.65,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202406,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,-0.01,0.09,0,-0.1,86.64,0.45,,,,,,,,,,,98.40,0.93,1.23,0.65,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202407,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,0,0.03,-1.32,-1.35,85.68,0.45,,,,,,,,,,,98.30,0.94,1.21,0.64,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202408,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,0.02,0.04,0,-0.02,86.44,0.45,,,,,,,,,,,98.40,0.92,1.18,0.65,512065202
120,מיטב ביטחון מבטיח תשואה 4.5%,תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב גמל ופנסיה בע""מ",202409,3/1/1973 00:00:00,כלל האוכלוסיה,מבטיח תשואה,מבטיח תשואה,-0.02,0.08,-0.25,-0.35,87.20,0.45,,,,,,,,,,,98.40,0.94,1.18,0.65,512065202
124,כלל תמר מדד,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202401,10/11/1994 00:00:00,כלל האוכלוסיה,מדד,מדד,0.2,5.43,-5.03,-10.26,503.22,0.56,0.40,0.17,0.17,3.98,11.72,1.31,2.24,3.89,0,0.08,84.10,0.18,68.93,27.97,512244146
124,כלל תמר מדד,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202402,10/11/1994 00:00:00,כלל האוכלוסיה,מדד,מדד,0.13,5.61,-3.43,-8.91,495.54,0.56,0.40,0.29,0.46,4.56,11.13,1.50,2.13,3.88,0,0.05,84.20,0.24,69.55,27.25,512244146
124,כלל תמר מדד,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202403,10/11/1994 00:00:00,כלל האוכלוסיה,מדד,מדד,0.44,2.86,-3.96,-6.38,492.56,0.56,0.40,0.74,1.20,4.46,10.88,1.47,02.09,3.87,0,0.06,84.20,0.27,61.67,29.60,512244146
124,כלל תמר מדד,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202404,10/11/1994 00:00:00,כלל האוכלוסיה,מדד,מדד,0.16,3.57,-5.19,-8.6,483.27,0.56,0.40,-0.10,1.10,3.98,10.07,1.31,1.94,3.87,0,0,84,0.25,62.44,28.51,512244146
124,כלל תמר מדד,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202405,10/11/1994 00:00:00,כלל האוכלוסיה,מדד,מדד,0.97,2.5,-3.09,-4.62,479.76,0.56,0.40,0.27,1.38,3.24,10.20,01.07,1.96,3.87,0,-0.01,84.10,0.21,64.35,28.71,512244146
124,כלל תמר מדד,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202406,10/11/1994 00:00:00,כלל האוכלוסיה,מדד,מדד,0.23,4.6,-6.19,-10.56,468.36,0.56,0.40,-0.14,1.23,2.88,09.04,0.95,1.75,3.85,0,-0.09,80.10,0.20,64.73,29.37,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202401,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,1.69,4.18,-29.33,-31.82,833.32,0.55,0.01,-0.19,-0.19,13.01,45.31,4.16,7.76,15.49,-0.36,0.40,90,789.60,545.71,275.52,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202402,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,0.79,2.2,-17.1,-18.51,854.40,0.55,0.01,4.84,4.64,15.59,48.97,4.95,8.30,15.58,-0.48,0.48,89.50,851.33,580.60,277.29,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202403,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,1.3,1.67,-21.12,-21.49,865.41,0.55,0.01,3.92,8.74,17.83,53.52,5.62,8.95,15.65,-0.72,0.55,90.30,848.25,569.89,286.98,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202404,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,1.26,1,-15.79,-15.53,823.15,0.55,0.01,-3.07,5.40,10.17,43.79,3.28,7.53,15.69,-0.60,0.43,90.30,803.44,540.09,265.56,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202405,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,1.77,1.56,-12.32,-12.11,825.63,0.55,0.01,1.81,7.31,9.72,51.92,3.14,8.72,15.57,-0.36,0.49,90.30,849.11,575.37,267.87,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202406,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,0.26,0.78,-15.5,-16.02,820.19,0.55,0.01,1.34,8.75,10.85,47.92,3.49,8.14,15.50,0,0.48,90.50,814.25,608.61,271.63,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202407,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,1.1,1.79,-16.47,-17.16,817.01,0.55,0.01,1.75,10.65,13.32,48.99,4.26,8.30,15.51,-0.48,0.50,90.70,841.91,617.74,243.63,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202408,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,1.32,1.31,-14.7,-14.69,812.82,0.55,0.01,1.38,12.18,12.13,54.71,3.89,9.12,15.45,,0.52,89.90,847.60,621.59,253.12,512244146
127,כלל תמר מניות,תגמולים ואישית לפיצויים,אחר,"כלל פנסיה וגמל בע""מ",202409,10/11/1994 00:00:00,כלל האוכלוסיה,מתמחים בניהול אקטיבי,מניות,1.58,0.91,-5.57,-4.9,828.94,0.55,0.01,2.64,15.14,17.28,54.59,5.46,9.10,15.44,-0.72,0.57,89.90,850.25,599.58,267.60,512244146
